loan_amnt,term_months,interest_rate,annual_inc,dti,open_acc,pub_rec,revol_util,inq_last_6m,delinq_2yrs,emp_length_years,home_ownership,default
18950.0,36,16.47,59580.0,21.21,6,0,7.7,1,0,10,MORTGAGE,0
7891.0,60,8.32,52812.0,19.21,6,1,30.12,1,2,20,RENT,1
7829.0,36,7.45,124400.0,22.72,3,0,87.8,1,0,15,RENT,1
11222.0,36,13.22,70881.0,14.45,4,0,55.41,1,0,7,MORTGAGE,1
9719.0,36,13.62,49729.0,8.89,4,0,54.58,2,0,14,RENT,1
18776.0,60,8.54,25291.0,25.25,7,0,37.64,2,0,16,RENT,1
16757.0,36,17.37,125967.0,30.04,4,1,5.97,0,1,3,MORTGAGE,1
20496.0,60,19.7,53442.0,9.26,2,0,55.36,0,0,0,RENT,0
16982.0,60,9.49,131855.0,19.43,8,0,57.47,1,0,7,MORTGAGE,0
16043.0,36,17.95,81966.0,14.41,8,0,64.85,0,0,8,RENT,1
20999.0,60,5.0,74287.0,25.07,8,1,35.18,3,1,16,OWN,1
17349.0,36,16.3,75095.0,19.97,3,0,34.78,0,0,1,RENT,0
15341.0,60,8.57,136479.0,44.62,6,0,59.2,2,0,11,MORTGAGE,0
22402.0,60,15.9,5000.0,15.59,3,2,13.55,0,0,9,OWN,1
15576.0,60,8.15,76430.0,30.3,14,0,65.33,0,0,18,RENT,0
13478.0,36,11.73,62044.0,31.08,4,0,40.99,1,0,22,RENT,1
10811.0,36,8.76,63607.0,22.27,5,0,52.33,0,0,22,MORTGAGE,0
18515.0,36,11.14,74479.0,18.3,5,0,102.69,1,0,19,MORTGAGE,1
21185.0,36,19.32,62012.0,18.76,8,0,38.2,1,1,15,OTHER,1
14747.0,36,11.57,75644.0,18.08,2,0,48.48,0,0,5,OWN,0
21540.0,36,20.44,69293.0,27.07,5,1,45.75,0,0,19,RENT,1
5150.0,36,10.46,30593.0,11.02,7,0,0.0,0,0,3,RENT,1
14723.0,36,17.97,81441.0,16.71,4,0,60.29,1,0,13,RENT,1
14800.0,36,5.5,91482.0,15.74,4,0,0.0,1,0,3,RENT,0
11365.0,36,10.85,53738.0,4.19,2,0,63.94,2,0,8,RENT,1
26919.0,36,9.86,126037.0,24.87,2,1,27.71,1,0,26,RENT,0
14669.0,36,18.15,110067.0,26.5,6,1,26.54,0,0,0,OWN,1
12961.0,36,12.74,95319.0,12.93,4,0,44.04,1,0,8,MORTGAGE,0
15130.0,36,5.0,94955.0,26.24,4,1,11.85,0,0,2,RENT,0
4986.0,60,6.76,70903.0,5.33,5,0,42.2,0,0,30,RENT,1
11201.0,36,7.95,104241.0,18.19,4,0,17.6,2,0,27,RENT,0
19916.0,36,15.74,117123.0,16.99,3,0,12.77,0,0,17,RENT,0
11855.0,36,15.22,94241.0,18.7,4,0,39.54,0,0,5,RENT,1
10856.0,36,10.8,52891.0,18.66,7,1,75.59,0,0,30,RENT,1
21548.0,36,9.81,68810.0,17.38,2,0,63.06,0,0,2,MORTGAGE,1
21701.0,36,14.87,87210.0,14.9,4,1,31.41,1,0,7,MORTGAGE,0
17585.0,36,7.48,95132.0,17.13,4,0,40.91,0,0,17,MORTGAGE,0
12724.0,36,13.83,67676.0,28.91,6,1,31.43,1,0,29,RENT,0
13803.0,36,13.49,52996.0,13.37,5,0,15.14,1,0,4,MORTGAGE,1
10979.0,36,10.9,117526.0,36.04,7,1,18.82,1,0,28,MORTGAGE,0
10026.0,60,13.59,37830.0,12.92,3,0,51.62,1,0,6,RENT,1
9778.0,36,12.41,41760.0,19.92,4,0,26.74,0,0,5,RENT,0
11910.0,36,13.99,30186.0,22.57,3,0,43.48,0,0,30,MORTGAGE,0
9826.0,36,6.66,41693.0,15.67,5,0,19.48,2,0,30,RENT,1
7181.0,36,14.46,107420.0,29.06,7,1,64.79,0,1,4,RENT,1
16097.0,36,16.11,108425.0,22.36,4,0,60.97,0,0,10,RENT,0
16173.0,36,13.28,67779.0,16.36,2,0,83.92,0,0,12,RENT,0
23504.0,36,14.4,84889.0,28.97,6,0,79.04,1,1,4,OTHER,0
11658.0,36,11.56,69685.0,9.88,4,0,21.96,1,0,28,MORTGAGE,0
16481.0,36,15.57,34241.0,13.48,9,0,23.5,3,1,11,RENT,1
16564.0,36,12.26,136543.0,22.5,7,0,53.78,1,0,24,MORTGAGE,0
13731.0,36,7.41,111242.0,24.41,7,0,22.84,0,0,2,RENT,0
18722.0,60,15.28,80633.0,20.58,14,0,50.88,0,0,12,OWN,0
18876.0,36,5.46,44323.0,16.98,5,1,36.34,4,0,18,OTHER,1
16637.0,36,13.13,63252.0,15.99,6,0,67.92,2,0,5,MORTGAGE,1
13722.0,36,10.46,49227.0,27.05,2,0,68.63,0,0,18,RENT,1
13212.0,36,10.21,72927.0,19.92,5,0,37.34,1,2,13,OWN,0
8161.0,36,12.69,79298.0,11.02,2,0,0.0,0,0,10,RENT,0
10970.0,36,9.16,59766.0,10.56,4,0,70.26,1,0,12,RENT,1
11890.0,36,14.05,26368.0,30.11,6,0,29.72,0,0,9,MORTGAGE,1
9380.0,36,12.23,133962.0,12.25,2,0,44.41,0,0,8,MORTGAGE,0
17200.0,60,9.53,77126.0,20.18,10,0,41.58,1,0,1,RENT,0
20983.0,36,17.35,83698.0,28.81,8,1,54.6,1,0,16,MORTGAGE,0
10460.0,60,12.82,57328.0,22.34,9,0,29.44,1,0,20,OWN,0
16417.0,36,14.52,23140.0,11.94,4,1,17.03,4,0,28,OWN,1
9829.0,36,17.67,67501.0,9.87,4,0,48.79,1,0,7,RENT,1
13475.0,36,17.6,60303.0,32.96,1,0,65.66,2,0,13,RENT,0
11548.0,36,14.32,91286.0,9.67,9,0,41.92,0,0,14,OTHER,0
18009.0,60,10.79,97182.0,13.57,1,0,41.84,0,0,20,MORTGAGE,1
11606.0,36,6.28,92951.0,20.98,5,0,15.34,0,0,15,OWN,0
20058.0,36,12.83,99648.0,16.25,4,0,57.85,2,0,14,RENT,1
13771.0,36,16.38,124110.0,22.59,6,0,59.66,2,0,24,RENT,0
11752.0,60,13.42,81696.0,6.26,7,0,42.32,0,0,4,RENT,1
8733.0,36,5.0,102976.0,16.32,2,0,20.64,1,0,19,RENT,0
16266.0,60,15.48,84816.0,23.42,5,0,47.05,0,0,5,OWN,1
19476.0,60,15.73,12999.0,23.45,6,1,49.15,0,0,30,RENT,1
16367.0,36,10.8,65364.0,13.42,6,0,43.98,1,0,21,OWN,0
26194.0,60,15.95,43969.0,9.83,4,0,17.92,1,0,19,MORTGAGE,1
22149.0,60,14.51,76943.0,19.71,4,0,51.34,1,0,27,MORTGAGE,0
13462.0,36,9.26,46270.0,7.5,8,0,49.07,0,0,11,MORTGAGE,1
13410.0,36,17.09,88170.0,28.27,6,0,55.47,2,0,3,MORTGAGE,0
17348.0,36,6.93,99431.0,19.26,8,2,41.59,0,1,26,RENT,0
10810.0,36,11.77,106107.0,12.43,7,0,77.09,1,0,28,MORTGAGE,0
20831.0,36,11.37,118578.0,9.56,3,0,44.95,0,0,15,RENT,1
16808.0,36,8.7,19719.0,12.94,8,0,79.88,2,0,13,RENT,0
16282.0,36,13.22,34030.0,5.5,6,0,50.57,0,0,5,MORTGAGE,0
18435.0,36,17.24,157834.0,21.96,3,0,16.04,1,0,7,RENT,0
23614.0,36,16.99,100286.0,11.58,6,0,65.9,2,0,17,RENT,0
15855.0,36,14.89,76733.0,21.2,10,0,35.9,1,0,5,MORTGAGE,0
14435.0,36,5.22,70961.0,22.3,6,0,33.9,0,0,3,OWN,1
22544.0,36,6.66,68294.0,25.73,8,0,70.95,1,0,8,MORTGAGE,1
19838.0,36,12.66,11988.0,20.01,7,0,13.76,0,0,10,MORTGAGE,1
13395.0,36,11.86,46830.0,27.0,6,0,1.21,0,0,7,MORTGAGE,0
15026.0,36,10.01,66645.0,29.09,6,0,39.52,0,0,0,RENT,0
15977.0,60,19.62,48524.0,20.07,7,0,52.54,0,0,10,MORTGAGE,1
16809.0,36,12.42,52446.0,20.55,6,0,66.69,0,0,2,RENT,1
8217.0,36,14.17,146762.0,13.54,4,0,48.62,0,1,23,MORTGAGE,0
7288.0,36,15.95,62450.0,10.1,4,0,0.0,1,0,6,OTHER,0
10563.0,36,12.22,78344.0,28.26,8,0,20.73,0,0,0,MORTGAGE,0
10176.0,36,22.36,77276.0,22.85,4,0,13.51,3,0,19,MORTGAGE,0
11781.0,36,8.24,87684.0,23.49,6,2,0.0,1,1,11,RENT,0
18174.0,36,9.58,55682.0,13.27,13,2,40.75,0,0,15,RENT,0
14155.0,36,8.23,107409.0,30.99,6,0,57.77,1,1,19,RENT,1
15982.0,36,18.25,83307.0,16.17,4,0,69.28,1,0,13,MORTGAGE,1
8878.0,36,15.21,31385.0,11.59,7,1,57.41,1,0,3,RENT,1
12692.0,36,9.82,66775.0,13.41,6,0,31.05,1,0,17,RENT,0
17936.0,60,8.54,64836.0,30.57,2,0,72.06,0,0,17,RENT,1
17975.0,36,17.54,63455.0,9.11,5,1,39.74,0,0,6,OTHER,1
11377.0,60,13.45,85279.0,11.99,2,0,46.51,2,0,23,RENT,0
15808.0,36,17.64,89042.0,41.19,6,0,28.44,1,0,21,MORTGAGE,1
25994.0,36,11.76,85500.0,25.53,4,0,38.87,1,0,20,OTHER,0
14912.0,36,14.05,80167.0,12.14,3,0,34.47,1,0,16,RENT,0
11534.0,36,13.2,72569.0,9.35,4,0,10.46,3,0,19,RENT,0
14131.0,36,9.5,5464.0,4.62,6,0,60.93,1,0,4,MORTGAGE,1
15461.0,60,11.42,93337.0,18.78,8,0,49.19,0,0,3,MORTGAGE,0
14244.0,36,7.26,84651.0,23.82,4,0,64.87,1,0,17,OWN,1
14843.0,36,13.98,40457.0,30.15,4,0,27.4,2,0,23,MORTGAGE,0
7783.0,36,15.04,78417.0,2.85,4,1,62.64,1,0,3,RENT,1
10187.0,36,15.96,89438.0,7.4,6,0,5.78,0,0,19,RENT,1
14253.0,36,14.67,105137.0,17.04,4,0,58.54,2,0,20,MORTGAGE,1
14174.0,36,11.49,85309.0,40.3,5,2,61.89,0,0,30,RENT,0
12169.0,36,18.21,79648.0,25.09,9,0,19.04,1,0,7,RENT,0
14115.0,36,15.57,98403.0,20.98,5,0,72.92,0,0,24,OWN,0
15305.0,36,17.55,60804.0,8.2,3,0,83.96,0,0,1,MORTGAGE,1
19447.0,36,17.81,82360.0,1.04,8,0,30.63,1,0,24,RENT,0
14504.0,36,11.5,51367.0,18.31,2,0,81.23,2,0,5,MORTGAGE,1
16996.0,36,13.55,103309.0,17.21,4,0,2.46,1,0,14,OTHER,0
12292.0,60,15.1,21709.0,15.86,6,0,41.59,3,0,14,MORTGAGE,1
17860.0,60,7.4,94502.0,14.96,5,0,0.0,1,0,29,MORTGAGE,0
16879.0,36,7.49,70531.0,12.01,6,0,68.24,2,2,22,MORTGAGE,0
19329.0,36,6.8,98962.0,10.18,4,0,6.74,0,0,15,RENT,0
18567.0,36,11.57,46584.0,29.12,10,0,0.0,0,0,11,OWN,1
17944.0,36,10.67,72700.0,10.91,4,1,51.56,1,0,30,RENT,1
14508.0,36,6.26,71819.0,15.79,4,0,70.91,0,0,11,MORTGAGE,0
16225.0,36,12.6,83017.0,17.69,4,0,34.89,0,0,26,RENT,0
20318.0,36,11.62,38573.0,23.65,3,0,48.41,2,0,13,OWN,1
11740.0,60,16.73,89086.0,11.19,7,0,89.05,1,0,6,MORTGAGE,0
11858.0,36,20.05,14623.0,25.82,2,1,21.23,1,0,26,RENT,1
15907.0,60,13.83,49965.0,13.36,3,0,20.46,2,0,2,MORTGAGE,0
17076.0,36,9.21,23118.0,16.7,5,0,72.14,0,0,24,RENT,1
10879.0,36,14.59,94847.0,31.14,4,0,50.61,1,1,24,MORTGAGE,1
14626.0,36,12.04,82004.0,10.25,1,0,80.62,1,0,28,RENT,1
14530.0,36,11.04,83681.0,23.77,5,0,12.61,0,0,30,RENT,1
3924.0,36,8.55,114196.0,26.04,4,0,0.28,0,0,24,MORTGAGE,0
13902.0,36,10.14,60522.0,20.48,2,0,9.15,0,0,1,RENT,1
14213.0,36,11.29,88288.0,17.06,6,0,62.67,2,0,13,MORTGAGE,0
14199.0,36,15.22,71981.0,35.01,2,0,75.01,2,0,25,OWN,1
22080.0,36,14.04,67413.0,17.89,6,0,71.77,0,0,17,RENT,1
8921.0,36,19.3,109199.0,19.63,8,1,58.89,1,1,15,RENT,0
10877.0,36,14.7,132456.0,15.31,3,0,76.32,4,0,17,MORTGAGE,0
1939.0,36,13.7,57056.0,19.21,9,0,29.82,0,0,7,RENT,0
12595.0,36,10.78,95012.0,25.71,5,0,0.0,1,0,30,RENT,0
13022.0,36,7.85,79574.0,15.8,6,0,4.58,1,0,5,MORTGAGE,1
12450.0,36,9.72,79933.0,1.13,4,0,8.67,1,0,22,OWN,1
20538.0,60,9.2,77415.0,22.11,5,0,0.0,0,0,2,MORTGAGE,1
19303.0,36,5.0,60008.0,9.37,6,0,10.99,1,0,16,OWN,1
15389.0,36,7.97,5000.0,23.94,6,0,21.86,1,1,30,OWN,1
13147.0,36,18.41,116044.0,17.99,3,0,60.17,1,0,20,MORTGAGE,0
20131.0,60,13.47,49158.0,25.54,1,0,52.36,3,0,25,RENT,0
14901.0,36,10.49,62753.0,10.41,4,0,82.71,0,0,29,RENT,0
10909.0,36,13.59,63391.0,13.72,0,1,14.01,0,0,18,MORTGAGE,1
6419.0,36,5.0,46486.0,15.28,3,0,54.33,2,0,5,MORTGAGE,0
12793.0,36,13.13,77207.0,6.14,4,0,77.9,1,0,21,RENT,0
18773.0,60,17.11,68671.0,26.89,3,1,32.23,1,0,29,MORTGAGE,1
26383.0,36,11.52,48504.0,5.0,6,0,33.87,2,0,21,RENT,0
15308.0,36,5.0,74479.0,26.78,5,0,79.54,0,1,10,MORTGAGE,0
11173.0,36,10.34,69009.0,21.4,6,0,36.1,0,0,6,RENT,0
9075.0,36,17.12,97835.0,16.41,5,0,80.83,0,0,10,MORTGAGE,1
17760.0,36,13.03,29789.0,20.76,5,0,7.96,1,0,23,MORTGAGE,1
6177.0,60,6.33,45838.0,20.54,6,0,85.48,0,0,6,OWN,1
17752.0,60,21.47,91759.0,14.8,8,0,76.44,0,0,7,RENT,0
19089.0,36,6.98,50808.0,20.39,8,0,21.09,3,0,10,RENT,1
17181.0,36,11.03,42898.0,23.85,9,1,37.29,1,0,8,RENT,0
13902.0,60,7.85,52291.0,10.44,6,0,13.97,2,0,15,MORTGAGE,1
17825.0,36,7.86,66971.0,20.77,3,0,32.66,0,1,20,RENT,0
15855.0,36,10.19,67085.0,0.0,4,0,5.9,1,0,5,OWN,1
11109.0,36,14.54,63701.0,2.56,1,0,0.5,1,0,25,RENT,0
24252.0,36,17.16,39143.0,22.52,6,0,13.65,2,0,5,RENT,1
13242.0,60,10.46,93195.0,14.66,5,0,70.92,1,0,22,RENT,0
18879.0,60,7.96,109787.0,11.17,2,0,0.0,0,0,8,RENT,1
2907.0,36,13.91,12687.0,17.58,2,0,79.32,1,0,18,MORTGAGE,1
21382.0,36,14.03,23394.0,14.83,5,1,67.86,0,0,0,OWN,1
22344.0,36,12.96,100086.0,10.09,4,0,77.94,1,0,5,MORTGAGE,1
15149.0,36,13.1,117094.0,4.89,6,1,53.62,2,0,20,OWN,0
17794.0,36,11.55,6125.0,2.25,7,0,86.23,0,0,4,RENT,1
17793.0,36,12.39,94463.0,23.91,8,0,9.14,1,0,6,RENT,1
11786.0,60,11.27,119136.0,14.62,3,0,79.21,1,0,23,OWN,0
17736.0,36,16.28,44128.0,25.76,5,1,121.04,1,0,27,RENT,1
10957.0,36,20.91,117390.0,14.54,6,0,38.41,1,0,25,MORTGAGE,0
11956.0,36,12.72,64660.0,20.84,7,0,43.62,0,0,11,OWN,1
20635.0,36,11.97,79439.0,17.0,8,0,21.96,1,0,17,MORTGAGE,0
19873.0,36,13.02,48423.0,18.36,6,0,46.66,1,0,14,RENT,1
11468.0,60,9.37,100031.0,18.74,8,1,49.65,1,0,3,RENT,1
11332.0,36,15.06,95034.0,14.43,5,0,0.0,1,0,28,OWN,0
11772.0,36,13.76,121741.0,8.16,3,1,60.3,0,0,24,RENT,0
18663.0,36,10.32,113218.0,24.13,4,0,72.74,1,0,0,MORTGAGE,1
10000.0,36,15.61,69725.0,30.75,3,0,22.97,1,0,0,RENT,0
16784.0,36,12.08,163251.0,31.27,7,1,34.39,2,0,21,MORTGAGE,0
18734.0,36,8.12,110524.0,13.57,3,0,66.21,1,1,10,RENT,0
14559.0,36,13.41,86215.0,12.13,4,0,21.77,1,0,15,MORTGAGE,1
20050.0,36,12.95,40085.0,13.57,5,0,63.58,0,0,14,RENT,1
13478.0,36,15.84,24099.0,16.59,7,0,52.15,2,0,19,MORTGAGE,0
13931.0,60,15.33,26649.0,17.58,2,1,103.37,1,1,25,OTHER,1
10114.0,36,11.56,41990.0,10.02,5,0,41.8,0,1,30,RENT,1
20086.0,36,10.11,111319.0,6.16,3,1,31.65,1,0,7,MORTGAGE,0
11167.0,36,12.01,84613.0,18.4,7,1,51.18,1,0,4,RENT,1
16749.0,36,13.45,51599.0,0.0,5,0,47.89,1,0,8,MORTGAGE,1
14643.0,60,13.94,65924.0,17.19,4,0,85.8,2,0,20,RENT,0
9736.0,36,13.21,62268.0,10.44,6,0,84.49,3,0,9,MORTGAGE,1
11954.0,36,11.64,94002.0,24.24,3,0,26.76,2,0,21,OTHER,0
21914.0,60,15.99,43636.0,26.38,6,0,40.19,0,0,6,MORTGAGE,1
16008.0,36,9.3,80491.0,26.57,7,0,27.63,1,0,14,RENT,1
9954.0,36,21.92,79003.0,15.23,7,0,23.21,2,0,3,OWN,0
16527.0,60,15.05,44534.0,8.92,6,0,0.0,3,0,5,RENT,1
14269.0,36,7.49,117640.0,11.48,6,0,87.22,0,0,29,MORTGAGE,0
32270.0,36,12.74,61133.0,20.3,9,0,28.24,1,0,5,RENT,0
16426.0,60,15.09,40217.0,4.83,5,0,33.85,0,0,13,OWN,1
13097.0,36,10.6,95586.0,29.15,2,0,114.25,2,0,13,OWN,0
22100.0,36,6.02,71635.0,15.35,5,0,29.0,0,0,21,MORTGAGE,0
5795.0,36,7.84,82253.0,22.0,1,0,40.42,0,0,20,RENT,0
15472.0,60,14.17,34460.0,3.75,7,0,51.68,1,0,15,RENT,0
24972.0,60,5.0,94372.0,10.59,6,0,53.45,0,0,17,RENT,0
14419.0,60,6.2,135173.0,2.75,4,1,29.53,1,0,24,RENT,1
6333.0,36,14.15,32115.0,26.17,6,0,73.08,1,0,3,MORTGAGE,0
13020.0,36,11.11,80626.0,16.72,6,0,49.01,1,0,6,RENT,0
22273.0,60,9.22,46441.0,22.57,6,1,47.81,1,0,1,MORTGAGE,1
16880.0,36,10.02,150688.0,18.51,5,1,28.16,1,0,9,MORTGAGE,0
10806.0,36,6.12,107189.0,21.75,7,2,41.74,0,0,11,MORTGAGE,0
11574.0,36,13.94,78463.0,15.3,4,0,69.37,2,0,3,MORTGAGE,0
12201.0,60,8.77,33164.0,16.37,7,0,69.45,0,0,3,RENT,0
16806.0,36,9.86,40418.0,17.27,8,0,34.27,1,0,14,MORTGAGE,1
21691.0,36,13.39,92388.0,21.25,9,0,25.65,2,0,4,RENT,0
20262.0,60,10.97,29125.0,21.46,3,0,66.96,0,0,22,MORTGAGE,1
17280.0,60,9.18,30067.0,40.49,3,1,52.53,1,1,21,MORTGAGE,1
8342.0,60,5.0,70265.0,31.45,5,1,66.92,1,0,17,RENT,1
8360.0,36,13.47,74003.0,3.77,3,1,20.78,1,0,14,RENT,1
17666.0,36,12.32,81401.0,16.86,3,0,44.46,0,0,27,RENT,1
8273.0,36,9.93,56814.0,14.75,9,1,66.98,1,0,20,RENT,1
13872.0,36,7.85,97604.0,28.24,5,0,27.2,2,0,27,RENT,0
16521.0,60,12.05,44146.0,15.47,5,0,92.18,0,0,10,MORTGAGE,1
9312.0,36,13.92,88799.0,21.71,7,0,85.76,0,0,16,MORTGAGE,0
9879.0,36,12.39,76424.0,0.0,2,0,39.9,0,0,2,RENT,1
14529.0,36,18.55,88019.0,5.89,2,0,40.08,1,0,15,MORTGAGE,1
17518.0,36,14.82,105460.0,34.74,6,1,53.03,0,0,2,OWN,0
20308.0,60,11.57,56340.0,18.4,6,1,49.25,0,0,11,OWN,1
18035.0,36,14.95,50168.0,10.01,3,0,75.37,1,1,0,RENT,0
15368.0,36,12.19,19348.0,19.94,1,0,22.98,2,0,7,OWN,1
11269.0,36,12.18,9430.0,9.58,4,0,23.24,0,0,26,OWN,1
9645.0,36,17.19,64721.0,15.73,5,0,51.77,1,0,22,RENT,0
12446.0,36,8.41,66774.0,6.38,3,0,57.37,0,2,29,RENT,0
17050.0,60,12.09,37418.0,11.69,5,0,44.1,1,0,29,RENT,1
16683.0,36,16.76,43867.0,14.67,2,0,67.39,2,0,4,RENT,1
4500.0,36,13.24,115704.0,26.97,5,0,79.18,0,0,5,MORTGAGE,0
11072.0,36,10.52,96275.0,21.71,3,0,63.68,0,0,29,MORTGAGE,1
21023.0,36,5.18,32152.0,23.11,6,0,54.28,0,0,25,RENT,1
15396.0,36,5.0,56730.0,17.79,1,1,39.59,2,0,8,MORTGAGE,0
7915.0,36,20.3,82180.0,24.58,2,0,46.88,0,0,9,RENT,1
26779.0,36,13.23,51206.0,11.01,5,0,10.84,1,1,19,RENT,1
14855.0,36,9.66,45739.0,12.14,7,0,15.26,0,0,16,RENT,0
16922.0,60,13.4,59853.0,21.26,3,0,76.47,0,0,11,RENT,1
16998.0,60,8.21,102720.0,15.77,5,0,88.84,1,0,10,MORTGAGE,0
13162.0,36,10.68,105442.0,17.89,9,0,10.84,0,0,19,RENT,1
11362.0,36,8.24,47937.0,16.69,4,0,58.66,1,0,28,OTHER,0
25608.0,36,6.35,83817.0,28.03,6,1,6.89,0,0,26,OWN,1
20016.0,36,5.0,69808.0,28.44,7,0,86.2,2,0,23,RENT,0
19110.0,36,5.61,39753.0,12.99,7,0,44.58,0,0,26,OWN,0
17881.0,36,16.09,61088.0,3.92,9,0,107.98,1,0,1,MORTGAGE,1
9983.0,36,8.05,32073.0,12.31,9,0,29.08,0,1,26,RENT,1
21388.0,60,14.14,104892.0,10.82,4,0,32.26,0,0,12,RENT,0
10784.0,60,15.83,116574.0,24.65,2,0,54.99,1,0,8,MORTGAGE,0
16416.0,36,12.07,57683.0,25.36,11,0,67.59,2,0,26,OWN,1
6803.0,36,10.81,50528.0,9.75,6,0,65.28,2,0,24,RENT,0
4796.0,36,12.53,101638.0,11.96,3,0,69.35,2,0,2,OWN,0
16591.0,36,10.33,106484.0,6.17,4,0,39.35,2,0,10,MORTGAGE,0
10955.0,36,16.82,36568.0,19.08,6,0,69.64,1,0,20,RENT,0
5054.0,36,19.51,65559.0,17.64,8,0,100.59,0,0,5,MORTGAGE,1
17703.0,36,17.8,68232.0,24.31,6,0,65.03,0,0,5,RENT,0
25600.0,36,5.0,46877.0,21.98,5,0,24.55,0,0,9,MORTGAGE,0
21948.0,36,10.25,81579.0,22.88,4,1,55.67,1,0,9,RENT,0
13713.0,36,12.02,49002.0,5.66,6,1,0.0,2,0,10,RENT,1
15044.0,36,13.85,53792.0,12.99,5,0,62.56,1,0,24,RENT,1
19439.0,36,5.09,66960.0,25.59,1,0,3.31,0,0,17,OTHER,1
20611.0,36,5.03,25328.0,13.69,4,0,62.96,2,0,13,RENT,1
13282.0,36,17.23,8306.0,4.98,4,0,43.99,0,0,19,MORTGAGE,1
15171.0,36,9.76,97548.0,24.46,9,0,70.12,1,0,30,RENT,1
16503.0,36,6.05,47790.0,13.38,4,0,46.21,2,0,12,MORTGAGE,1
17769.0,36,7.59,134046.0,26.5,2,0,80.33,1,0,14,RENT,0
14335.0,36,13.56,129155.0,17.85,1,0,59.31,1,0,25,MORTGAGE,0
14400.0,60,8.71,54806.0,15.78,8,0,72.54,0,0,6,RENT,1
21899.0,36,12.97,140172.0,28.91,3,0,35.4,0,0,1,OTHER,0
21048.0,36,8.09,98127.0,7.58,2,0,34.08,1,1,18,MORTGAGE,0
17387.0,36,5.02,50641.0,29.47,7,1,10.15,1,0,26,OWN,0
23596.0,36,17.7,5000.0,12.89,3,0,16.56,0,0,19,RENT,1
13068.0,36,13.59,90645.0,19.3,10,0,47.42,0,0,22,RENT,0
23115.0,36,10.66,70939.0,19.37,7,0,46.64,0,0,5,MORTGAGE,1
17713.0,60,9.91,82941.0,14.58,6,0,55.05,1,0,11,MORTGAGE,0
31355.0,36,17.86,63135.0,11.9,7,0,27.77,2,0,9,OWN,1
9038.0,36,14.37,35684.0,15.04,6,0,49.26,0,1,19,RENT,1
11553.0,36,16.59,57189.0,9.88,3,0,78.66,1,0,7,MORTGAGE,0
17094.0,36,9.67,91199.0,33.7,5,0,55.85,0,0,13,MORTGAGE,0
16986.0,60,12.2,59369.0,14.15,8,0,46.0,4,0,4,OTHER,0
24751.0,36,13.61,59187.0,27.27,2,0,52.15,0,0,3,OWN,1
11658.0,36,9.8,24418.0,26.22,5,0,76.1,0,0,9,RENT,1
19525.0,36,11.62,72736.0,20.9,7,1,49.35,1,0,29,RENT,1
20812.0,36,9.67,36642.0,16.91,4,0,32.02,0,0,2,MORTGAGE,0
18523.0,36,13.6,97556.0,19.55,4,0,32.27,1,0,10,MORTGAGE,1
10195.0,36,6.71,47977.0,22.58,2,0,31.4,1,0,16,OWN,1
22039.0,36,14.29,61129.0,18.8,9,1,30.77,3,0,26,RENT,1
21147.0,36,13.24,134920.0,5.47,3,0,64.74,0,1,1,MORTGAGE,0
17998.0,60,11.19,60803.0,3.45,1,1,87.51,1,0,24,OTHER,1
16022.0,36,13.8,56783.0,30.07,6,0,34.79,2,0,22,RENT,1
16131.0,36,10.54,87569.0,0.0,3,0,22.45,1,0,23,RENT,0
14606.0,36,9.32,16442.0,19.57,7,0,13.24,0,0,18,RENT,1
18204.0,36,14.17,107524.0,16.12,2,0,88.16,0,0,1,RENT,1
15156.0,36,14.35,99818.0,19.29,8,0,69.16,2,0,0,RENT,0
10757.0,36,9.97,85734.0,8.88,2,0,27.97,2,0,25,MORTGAGE,1
9757.0,36,9.63,5000.0,20.81,4,1,48.51,0,0,26,MORTGAGE,1
11240.0,36,11.27,62218.0,19.65,5,1,80.07,1,0,14,RENT,0
16111.0,36,9.79,31814.0,40.09,3,0,43.41,1,0,11,RENT,0
14865.0,36,18.1,103723.0,19.04,3,1,66.57,0,0,27,RENT,1
16077.0,60,13.27,101577.0,28.79,5,0,41.1,0,0,25,MORTGAGE,1
17504.0,36,12.06,81640.0,6.01,6,0,37.61,1,0,12,RENT,1
11863.0,36,8.27,33907.0,26.16,7,0,0.0,0,0,5,RENT,1
22328.0,60,14.96,114829.0,19.81,8,1,34.89,1,0,20,RENT,0
13661.0,36,9.55,62132.0,20.16,4,0,31.6,0,0,27,RENT,0
12833.0,36,9.39,124161.0,20.27,3,0,58.01,2,0,9,OWN,1
17412.0,60,15.09,77962.0,31.65,3,0,51.24,0,0,4,RENT,1
5817.0,36,13.55,85204.0,20.04,4,0,49.94,0,0,22,RENT,1
11047.0,36,5.0,56191.0,11.73,8,2,68.81,0,2,1,RENT,0
19905.0,60,11.37,112209.0,13.07,1,1,0.0,0,0,30,OWN,0
6313.0,36,12.5,88253.0,24.54,3,0,43.76,2,0,11,MORTGAGE,0
20588.0,36,10.64,113287.0,21.58,6,0,15.76,1,0,9,MORTGAGE,0
22556.0,36,12.64,75326.0,5.76,7,0,13.71,0,0,30,MORTGAGE,0
13153.0,36,5.0,68589.0,22.12,2,2,37.74,0,0,10,MORTGAGE,1
16459.0,36,5.0,87854.0,9.34,6,0,45.54,1,0,6,OTHER,0
20595.0,36,8.1,113276.0,21.51,5,0,57.56,1,0,23,RENT,0
